station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
1132615,1132615,検見川浜,,,11326,12,261-0011,千葉市美浜区真砂４丁目,140.058888,35.637291,,,0,1132615
1132616,1132616,稲毛海岸,,,11326,12,261-0004,千葉市美浜区高洲３丁目,140.074034,35.629501,,,0,1132616
1132617,1132617,千葉みなと,,,11326,12,260-0024,千葉市中央区中央港１丁目,140.10341,35.606172,,,0,1132617
1132618,1132403,蘇我,,,11326,12,260-0834,千葉市中央区今井２丁目,140.130767,35.582065,,,0,1132618
1132701,1131415,佐倉,,,11327,12,285-0812,佐倉市六崎,140.226722,35.709743,,,0,1132701
1132702,1132702,酒々井,,,11327,12,285-0927,印旛郡酒々井町酒々井,140.275271,35.731737,,,0,1132702
1132703,1132703,成田,,,11327,12,286-0033,成田市花崎町,140.313853,35.777796,,,0,1132703
1132704,1132813,空港第２ビル（第２旅客ターミナル）,,,11327,12,282-0004,千葉県成田市古込字古込1-1,140.387871,35.773327,,,0,1132704
1132705,1132705,成田空港（第１旅客ターミナル）,,,11327,12,282-0011,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983,,,0,1132705
1132706,1132706,久住,,,11327,12,286-0813,成田市飯岡,140.338929,35.832232,,,0,1132706
1132707,1132707,滑河,,,11327,12,289-0107,成田市猿山,140.347871,35.877079,,,0,1132707
1132708,1132708,下総神崎,,,11327,12,289-0202,香取郡神崎町郡,140.410657,35.8948,,,0,1132708
1132709,1132709,大戸,,,11327,12,287-0054,香取市大戸川,140.457828,35.890004,,,0,1132709
1132710,1132710,佐原,,,11327,12,287-0003,香取市佐原イ,140.494074,35.894522,,,0,1132710
1132711,1132711,香取,,,11327,12,287-0011,香取市津宮,140.532367,35.897856,,,0,1132711
1132712,1132712,水郷,,,11327,12,289-0301,香取市一ノ分目,140.570181,35.885508,,,0,1132712
1132713,1132713,小見川,,,11327,12,289-0313,香取市小見川,140.604587,35.849971,,,0,1132713
1132714,1132714,笹川,,,11327,12,289-0601,香取郡東庄町笹川い,140.655716,35.839753,,,0,1132714
1132715,1132715,下総橘,,,11327,12,289-0612,香取郡東庄町石出,140.702273,35.818673,,,0,1132715
1132716,1132716,下総豊里,,,11327,12,288-0873,銚子市笹本町,140.721011,35.792899,,,0,1132716
1132717,1132717,椎柴,,,11327,12,288-0863,銚子市野尻町,140.758875,35.765204,,,0,1132717
1132718,1131430,松岸,,,11327,12,288-0837,銚子市長塚町,140.795143,35.739386,,,0,1132718
1132719,1131431,銚子,,,11327,12,288-0044,銚子市西芝町１丁目,140.827557,35.729449,,,0,1132719
1132720,1132017,我孫子,,,11327,12,270-1151,我孫子市本町２丁目,140.010466,35.87279,,,0,1132720
1132721,1132721,東我孫子,,,11327,12,270-1137,我孫子市岡発戸,140.047754,35.868945,,,0,1132721
1132722,1132722,湖北,,,11327,12,270-1122,我孫子市中里,140.077959,35.867165,,,0,1132722
1132723,1132723,新木,,,11327,12,270-1112,我孫子市新木,140.107048,35.862352,,,0,1132723
1132724,1132724,布佐,,,11327,12,270-1101,我孫子市布佐,140.13293,35.849371,,,0,1132724
1132725,1132725,木下,,,11327,12,270-1326,印西市木下,140.147954,35.838817,,,0,1132725
1132726,1132726,小林,,,11327,12,270-1318,印西市小林,140.193028,35.830783,,,0,1132726
1132727,1132727,安食,,,11327,12,270-1516,印旛郡栄町安食,140.242051,35.835682,,,0,1132727
1132728,1132728,下総松崎,,,11327,12,286-0841,成田市大竹,140.27749,35.807806,,,0,1132728
1132801,1130107,大船,,,11328,14,247-0056,鎌倉市大船１丁目,139.531127,35.353466,,,0,1132801
1132802,1130106,戸塚,,,11328,14,244-0003,横浜市戸塚区戸塚町,139.534282,35.400432,,,0,1132802
1132803,1130105,横浜,,,11328,14,220-0011,横浜市西区高島２丁目,139.622704,35.466195,,,0,1132803
1132821,1130307,武蔵小杉,,,11328,14,-,川崎市中原区小杉町三丁目,139.663278,35.575965,1944-04-01,,0,1132803
1132805,1130212,池袋,,,11328,13,,東京都豊島区,139.711086,35.730256,,,0,1132805
1132806,1130208,新宿,,,11328,13,,東京都新宿区新宿三丁目38-1,139.700464,35.689729,,,0,1132806
1132815,1131112,高尾,,,11328,13,193-0844,八王子市高尾町,139.282288,35.642026,,,0,1132806
1132816,1130620,八王子,,,11328,13,-,東京都八王子市旭町1-1,139.338998,35.655555,1889-08-11,,0,1132806
1132817,1130325,立川,,,11328,13,-,東京都立川市曙町二丁目1-1,139.413704,35.698202,1889-04-11,,0,1132806
1132818,1131106,国分寺,,,11328,13,-,東京都国分寺市本町二丁目,139.480841,35.700123,1889-04-11,,0,1132806
1132819,1131105,三鷹,,,11328,13,-,東京都三鷹市下連雀三丁目46-1,139.560325,35.702683,1930-06-25,,0,1132806
1132820,1131104,吉祥寺,,,11328,13,-,東京都武蔵野市吉祥寺南町,139.579765,35.703119,1899-12-30,,0,1132806
1132807,1130205,渋谷,,,11328,13,,東京都渋谷区道玄坂一丁目1-1,139.701238,35.658871,,,0,1132807
1132808,1130103,品川,,,11328,13,,東京都港区高輪三丁目26-26,139.738999,35.62876,,,0,1132808
1132809,1130101,東京,,,11328,13,,東京都千代田区丸の内一丁目,139.766103,35.681391,,,0,1132809
1132810,1131339,千葉,,,11328,12,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425,,,0,1132810
1132811,1131413,四街道,,,11328,12,284-0005,四街道市四街道１丁目,140.165023,35.662756,,,0,1132811
1132812,1132703,成田,,,11328,12,286-0033,成田市花崎町,140.313853,35.777796,,,0,1132812
1132813,1132813,空港第２ビル（第２旅客ターミナル）,,,11328,12,-,千葉県成田市古込字古込1-1,140.387163,35.773693,,,0,1132813
1132814,1132705,成田空港（第１旅客ターミナル）,,,11328,12,-,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983,,,0,1132814
1132901,1132710,佐原,,,11329,12,287-0003,香取市佐原イ,140.494074,35.894522,,,0,1132901
1132902,1132711,香取,,,11329,12,287-0011,香取市津宮,140.532367,35.897856,,,0,1132902
1132903,1132903,十二橋,,,11329,12,287-0011,香取市津宮字黒須,140.545707,35.916984,,,0,1132903
1133001,1132511,木更津,,,11330,12,292-0831,木更津市富士見１丁目,139.92611,35.381668,,,0,1133001
1133002,1133002,祇園,,,11330,12,292-0052,木更津市祇園,139.948111,35.391528,,,0,1133002
1133003,1133003,上総清川,,,11330,12,292-0036,木更津市菅生,139.965612,35.390981,,,0,1133003
1133004,1133004,東清川,,,11330,12,292-0032,木更津市笹子,139.985847,35.390017,,,0,1133004
1133005,1133005,横田,,,11330,12,299-0236,袖ケ浦市横田,140.020138,35.386207,,,0,1133005
1133006,1133006,東横田,,,11330,12,299-0236,袖ケ浦市横田,140.035995,35.386185,,,0,1133006
1133007,1133007,馬来田,,,11330,12,292-0212,木更津市真里,140.058485,35.36681,,,0,1133007
1133008,1133008,下郡,,,11330,12,292-0401,君津市山本,140.055372,35.355018,,,0,1133008
1133009,1133009,小櫃,,,11330,12,292-0451,君津市末吉,140.059794,35.328252,,,0,1133009
1133010,1133010,俵田,,,11330,12,292-0455,君津市俵田,140.061386,35.314495,,,0,1133010
1133011,1133011,久留里,,,11330,12,292-0421,君津市久留里市場,140.075613,35.295812,,,0,1133011
1133012,1133012,平山,,,11330,12,292-0502,君津市平山,140.064682,35.274312,,,0,1133012
1133013,1133013,上総松丘,,,11330,12,292-0503,君津市広岡,140.064046,35.258226,,,0,1133013
1133014,1133014,上総亀山,,,11330,12,292-0531,君津市藤林,140.089479,35.233153,,,0,1133014
1133101,1132407,大網,,,11331,12,299-3244,山武郡大網白里町南玉,140.311111,35.522427,,,0,1133101
1133102,1133102,福俵,,,11331,12,283-0812,東金市福俵,140.341904,35.54617,,,0,1133102
1133103,1133103,東金,,,11331,12,283-0802,東金市東金,140.363743,35.560172,,,0,1133103
1133104,1133104,求名,,,11331,12,283-0002,東金市求名,140.39626,35.579947,,,0,1133104
1133105,1131420,成東,,,11331,12,289-1345,山武市津辺,140.410109,35.608513,,,0,1133105
1133210,1131903,赤羽,,,11332,13,115-0045,北区赤羽１丁目,139.720928,35.778026,,,0,1133210
1133211,1133211,東十条,,,11332,13,114-0001,北区東十条３丁目,139.726858,35.763803,,,0,1133211
1133212,1133212,王子,,,11332,13,114-0002,北区王子１丁目,139.73809,35.752538,,,0,1133212
1133213,1133213,上中里,,,11332,13,114-0016,北区上中里１丁目,139.745769,35.74728,,,0,1133213
1133214,1130216,田端,,,11332,13,,東京都北区東田端一丁目17-1,139.761229,35.737781,,,0,1133214
1133215,1130217,西日暮里,,,11332,13,,東京都荒川区西日暮里五丁目22-1,139.766857,35.731954,,,0,1133215
1133216,1130218,日暮里,,,11332,13,,東京都荒川区西日暮里二丁目,139.771287,35.727908,,,0,1133216
1133217,1130219,鶯谷,,,11332,13,,東京都台東区根岸一丁目4-1,139.778015,35.721484,,,0,1133217
1133218,1130220,上野,,,11332,13,,東京都台東区上野七丁目1-1,139.777043,35.71379,,,0,1133218
1133219,1130221,御徒町,,,11332,13,,東京都台東区上野五丁目27,139.774727,35.707282,,,0,1133219
1133220,1130222,秋葉原,,,11332,13,,東京都千代田区外神田一丁目17-6,139.773288,35.698619,,,0,1133220
1133221,1130223,神田,,,11332,13,,東京都千代田区鍛冶町二丁目13-1,139.770641,35.691173,,,0,1133221
1133222,1130101,東京,,,11332,13,,東京都千代田区丸の内一丁目,139.766103,35.681391,,,0,1133222
1133223,1130225,有楽町,,,11332,13,,東京都千代田区有楽町二丁目9-17,139.763806,35.675441,,,0,1133223
1133224,1130102,新橋,,,11332,13,,東京都港区新橋二丁目17,139.758587,35.666195,,,0,1133224
1133225,1130227,浜松町,,,11332,13,,東京都港区海岸一丁目3-1,139.757135,35.655391,,,0,1133225
1133226,1130228,田町,,,11332,13,,東京都港区芝五丁目33-36,139.747575,35.645736,,,0,1133226
1133227,1130103,品川,,,11332,13,,東京都港区高輪三丁目26-26,139.738999,35.62876,,,0,1133227
1133228,1133228,大井町,,,11332,13,140-0014,品川区大井１丁目,139.73485,35.606257,,,0,1133228
1133229,1133229,大森,,,11332,13,143-0016,大田区大森北１丁目,139.728079,35.588903,,,0,1133229
1133230,1133230,蒲田,,,11332,13,144-0052,大田区蒲田５丁目,139.716032,35.562517,,,0,1133230
1133231,1130104,川崎,,,11332,14,210-0007,川崎市川崎区駅前本町,139.697485,35.531311,,,0,1133231
1133232,1130401,鶴見,,,11332,14,230-0051,横浜市鶴見区鶴見中央,139.67614,35.508387,,,0,1133232
1133233,1133233,新子安,,,11332,14,221-0021,横浜市神奈川区子安通,139.654776,35.487064,,,0,1133233
1133234,1130601,東神奈川,,,11332,14,221-0044,横浜市神奈川区東神奈川,139.633466,35.47804,,,0,1133234
1133235,1130105,横浜,,,11332,14,220-0011,横浜市西区高島２丁目,139.622704,35.466195,,,0,1133235
1133236,1130702,桜木町,,,11332,14,231-0062,横浜市中区桜木町１丁目,139.630881,35.451112,,,2,1133236
1133237,1130703,関内,,,11332,14,231-0017,横浜市中区港町１丁目,139.636984,35.443336,,,2,1133237
1133238,1130704,石川町,,,11332,14,231-0868,横浜市中区石川町２丁目,139.642934,35.438808,,,2,1133238
1133239,1130705,山手,,,11332,14,231-0846,横浜市中区大和町２丁目,139.646425,35.426891,,,2,1133239
1133240,1130706,根岸,,,11332,14,235-0005,横浜市磯子区東町,139.636034,35.415887,,,2,1133240
1133241,1130707,磯子,,,11332,14,235-0023,横浜市磯子区森１丁目,139.617916,35.399881,,,2,1133241
1133242,1130708,新杉田,,,11332,14,235-0032,横浜市磯子区新杉田町,139.619483,35.386863,,,2,1133242
1133243,1130709,洋光台,,,11332,14,235-0045,横浜市磯子区洋光台３丁目,139.596852,35.378785,,,2,1133243
1133244,1130710,港南台,,,11332,14,234-0054,横浜市港南区港南台３丁目,139.576243,35.375183,,,2,1133244
1133245,1130711,本郷台,,,11332,14,247-0001,横浜市栄区小菅ケ谷町,139.550159,35.36787,,,2,1133245
1133246,1130107,大船,,,11332,14,247-0056,鎌倉市大船１丁目,139.531127,35.353466,,,2,1133246
1133302,1131903,赤羽,,,11333,13,115-0045,北区赤羽１丁目,139.720928,35.778026,,,0,1133302
1133303,1130212,池袋,,,11333,13,,東京都豊島区,139.711086,35.730256,,,0,1133303
1133304,1130208,新宿,,,11333,13,,東京都新宿区新宿三丁目38-1,139.700464,35.689729,,,0,1133304
1133305,1130205,渋谷,,,11333,13,,東京都渋谷区道玄坂一丁目1-1,139.701238,35.658871,,,0,1133305
1133306,1130204,恵比寿,,,11333,13,,東京都渋谷区恵比寿南一丁目5-5,139.71007,35.646685,,,0,1133306
1133307,1130201,大崎,,,11333,13,,東京都品川区大崎一丁目21-4,139.728439,35.619772,,,0,1133307
1133308,1130804,西大井,,,11333,13,140-0015,品川区西大井１丁目,139.721729,35.601616,,,0,1133308
1133315,1130307,武蔵小杉,,,11333,14,211-0063,川崎市中原区小杉町三丁目492,139.65963,35.57669,1944-04-01,,0,1133308
1133309,1130805,新川崎,,,11333,14,212-0058,川崎市幸区鹿島田,139.671481,35.551784,,,0,1133309
1133310,1130105,横浜,,,11333,14,220-0011,横浜市西区高島２丁目,139.622704,35.466195,,,0,1133310
1133311,1130807,保土ケ谷,,,11333,14,240-0023,横浜市保土ケ谷区岩井町,139.599671,35.446746,,,0,1133311
1133312,1130808,東戸塚,,,11333,14,244-0801,横浜市戸塚区品濃町,139.556794,35.430353,,,0,1133312
1133313,1130106,戸塚,,,11333,14,244-0003,横浜市戸塚区戸塚町,139.534282,35.400432,,,0,1133313
1133314,1130107,大船,,,11333,14,247-0056,鎌倉市大船１丁目,139.531127,35.353466,,,0,1133314
1150501,1130114,国府津,,,11505,14,256-0812,小田原市国府津４丁目,139.212932,35.280832,,,0,1150501
1150502,1150502,下曽我,,,11505,14,250-0206,小田原市曽我原,139.183395,35.303554,,,0,1150502
1150503,1150503,上大井,,,11505,14,258-0016,足柄上郡大井町上大井,139.163508,35.321883,,,0,1150503
1150504,1150504,相模金子,,,11505,14,258-0019,足柄上郡大井町金子,139.150753,35.333640,,,0,1150504
1150505,1150505,松田,,,11505,14,258-0003,足柄上郡松田町松田惣領,139.137417,35.346843,,,0,1150505
1150506,1150506,東山北,,,11505,14,258-0111,足柄上郡山北町向原,139.107650,35.357637,,,0,1150506
1150507,1150507,山北,,,11505,14,258-0113,足柄上郡山北町山北,139.080212,35.360808,,,0,1150507
1150508,1150508,谷峨,,,11505,14,258-0115,足柄上郡山北町谷ケ,139.038234,35.366561,,,0,1150508
2100101,1130212,池袋,,,21001,13,,東京都豊島区,139.710678,35.730924,,,0,2100101
2100102,2100102,北池袋,,,21001,13,170-0011,豊島区池袋本町１-３６-６,139.716749,35.741283,,,0,2100102
2100103,2100103,下板橋,,,21001,13,170-0011,豊島区池袋本町４-４３-１１,139.714785,35.745721,,,0,2100103
2100104,2100104,大山,,,21001,13,173-0023,板橋区大山町４-１,139.702589,35.748398,,,0,2100104
2100105,2100105,中板橋,,,21001,13,173-0021,板橋区弥生町３３-１,139.694628,35.756214,,,0,2100105
2100106,2100106,ときわ台,,,21001,13,174-0071,板橋区常盤台１-４３-１,139.689015,35.758771,,,0,2100106
2100107,2100107,上板橋,,,21001,13,174-0076,板橋区上板橋２-３６-７,139.67641,35.763596,,,0,2100107
2100108,2100108,東武練馬,,,21001,13,175-0083,板橋区徳丸２-２-１４,139.661964,35.768698,,,0,2100108
2100109,2100109,下赤塚,,,21001,13,175-0093,板橋区赤塚新町１-２３-１,139.644482,35.770558,,,0,2100109
2100110,2100110,成増,,,21001,13,175-0094,板橋区成増２-１３-１,139.632708,35.777723,,,0,2100110
2100201,2100201,浅草,,,21002,13,,東京都台東区,139.798214,35.711883,,,0,2100201
2100202,2100202,とうきょうスカイツリー,,,21002,13,131-0045,墨田区押上１丁目,139.809332,35.71043,1902-04-01,,0,2100202
2100203,2100203,押上〈スカイツリー前〉,,,21002,13,131-0045,墨田区押上一丁目,139.812935,35.710702,,,0,2100203
2100204,2100204,曳舟,,,21002,13,131-0032,墨田区東向島２丁目,139.816634,35.718418,,,0,2100204
2100205,2100205,東向島,,,21002,13,131-0032,墨田区東向島４丁目,139.819306,35.724324,,,0,2100205
2100206,2100206,鐘ヶ淵,,,21002,13,,東京都墨田区墨田5丁目,139.820344,35.733712,,,0,2100206
2100207,2100207,堀切,,,21002,13,120-0023,足立区千住曙町,139.817727,35.742977,,,0,2100207
2100208,2100208,牛田,,,21002,13,120-0023,足立区千住曙町,139.811816,35.744555,,,0,2100208
2100209,1132005,北千住,,,21002,13,120-0026,足立区千住旭町,139.805564,35.749891,,,0,2100209
2100210,2100210,小菅,,,21002,13,120-0015,足立区足立２丁目,139.812935,35.759039,,,0,2100210
2100211,2100211,五反野,,,21002,13,120-0015,足立区足立３丁目,139.809643,35.765852,,,0,2100211
2100212,2100212,梅島,,,21002,13,123-0851,足立区梅田７丁目,139.797916,35.772437,,,0,2100212
2100213,2100213,西新井,,,21002,13,123-0843,足立区西新井栄町２丁目,139.790372,35.777323,,,0,2100213
2100214,2100214,竹ノ塚,,,21002,13,121-0813,足立区竹の塚６丁目,139.790788,35.794368,,,0,2100214
2100413,2100413,川間,,,21004,12,270-0235,野田市尾崎８３２,139.83385,35.979172,,,0,2100413
2100414,2100414,七光台,,,21004,12,278-0042,野田市吉春９３１-５,139.852906,35.970884,,,0,2100414
2100415,2100415,清水公園,,,21004,12,278-0043,野田市清水３７５,139.85967,35.959364,,,0,2100415
2100416,2100416,愛宕,,,21004,12,278-0035,野田市中野台１２１７,139.864817,35.950154,,,0,2100416
2100417,2100417,野田市,,,21004,12,278-0037,野田市野田１２８,139.870728,35.943652,,,0,2100417
2100418,2100418,梅郷,,,21004,12,278-0022,野田市山崎１８９２,139.891086,35.931575,,,0,2100418
2100419,2100419,運河,,,21004,12,270-0101,流山市東深井４０５,139.906063,35.914392,,,0,2100419
2100420,2100420,江戸川台,,,21004,12,270-0111,流山市江戸川台東１-３,139.91045,35.897344,,,0,2100420
2100421,2100421,初石,,,21004,12,270-0121,流山市西初石３-１００,139.917861,35.883783,,,0,2100421
2100422,2100422,流山おおたかの森,,,21004,12,270-0121,流山市西初石六丁目,139.925898,35.872051,,,0,2100422
2100423,2100423,豊四季,,,21004,12,277-0863,柏市豊四季１５９,139.93929,35.86657,,,0,2100423
2100424,1132015,柏,,,21004,12,277-0005,柏市柏１,139.971148,35.862316,,,0,2100424
2100425,2100425,新柏,,,21004,12,277-0084,柏市新柏１-１５１０,139.966994,35.838128,,,0,2100425
2100426,2100426,増尾,,,21004,12,277-0033,柏市増尾１-１-１,139.976604,35.829704,,,0,2100426
2100427,2100427,逆井,,,21004,12,277-0042,柏市逆井８４８,139.983812,35.823336,,,0,2100427
2100428,2100428,高柳,,,21004,12,277-0941,柏市高柳１４８９,139.998936,35.808211,,,0,2100428
2100429,2100429,六実,,,21004,12,270-2204,松戸市六実４-６-１,139.999195,35.793715,,,0,2100429
2100430,2100430,新鎌ヶ谷,,,21004,12,273-0107,千葉県鎌ケ谷市新鎌ケ谷一丁目13-1,139.999455,35.780221,,,0,2100430
2100431,2100431,鎌ヶ谷,,,21004,12,273-0113,千葉県鎌ケ谷市道野辺中央2-1-10,139.997266,35.763765,,,0,2100431
2100432,2100432,馬込沢,,,21004,12,273-0047,船橋市藤原７-２-１,139.992199,35.741586,,,0,2100432
2100433,2100433,塚田,,,21004,12,273-0042,船橋市前貝塚町５６４,139.982859,35.722102,,,0,2100433
2100434,2100434,新船橋,,,21004,12,273-0045,船橋市山手１-３-１,139.979765,35.710993,,,0,2100434
2100435,1131331,船橋,,,21004,12,273-0005,船橋市本町７丁目,139.98436,35.7021,,,0,2100435
2100501,2100204,曳舟,,,21005,13,131-0032,墨田区東向島２丁目,139.816634,35.718418,,,0,2100501
2100502,2100502,小村井,,,21005,13,131-0044,墨田区文花２-２０-１,139.827595,35.710316,,,0,2100502
2100503,2100503,東あずま,,,21005,13,131-0043,墨田区立花４-２３-８,139.831883,35.707067,,,0,2100503
2100504,2100504,亀戸水神,,,21005,13,136-0071,江東区亀戸８-５-１,139.833422,35.699976,,,0,2100504
2100505,1131323,亀戸,,,21005,13,136-0071,江東区亀戸５丁目,139.826791,35.697708,,,0,2100505
2100601,2100213,西新井,,,21006,13,123-0843,足立区西新井栄町２丁目,139.790372,35.777323,,,0,2100601
2100602,2100602,大師前,,,21006,13,123-0841,足立区西新井１-３-１,139.781647,35.778989,,,0,2100602
2200101,1130212,池袋,,,22001,13,171-0022,東京都豊島区南池袋一丁目28-2,139.711461,35.72913,,,0,2200101
2200102,2200102,椎名町,,,22001,13,171-0051,豊島区長崎１-１-２２,139.694363,35.726572,,,0,2200102
2200103,2200103,東長崎,,,22001,13,171-0051,豊島区長崎５-１-１,139.683294,35.73003,,,0,2200103
2200104,2200104,江古田,,,22001,13,176-0005,練馬区旭丘１-７８-７,139.672814,35.737557,,,0,2200104
2200105,2200105,桜台,,,22001,13,176-0002,練馬区桜台１-５-１,139.662602,35.738797,,,0,2200105
2200106,2200106,練馬,,,22001,13,176-0001,練馬区練馬１-３-５,139.654368,35.737893,,,0,2200106
2200107,2200107,中村橋,,,22001,13,176-0023,練馬区中村北４-２-１,139.637456,35.736767,,,0,2200107
2200108,2200108,富士見台,,,22001,13,176-0021,練馬区貫井３-７-４,139.62969,35.735867,,,0,2200108
2200109,2200109,練馬高野台,,,22001,13,177-0033,練馬区高野台１-７-２７,139.616749,35.740622,,,0,2200109
2200110,2200110,石神井公園,,,22001,13,177-0041,練馬区石神井町３-２３-１０,139.606981,35.743563,,,0,2200110
2200111,2200111,大泉学園,,,22001,13,178-0063,練馬区東大泉１-２９-７,139.586732,35.749406,,,0,2200111
2200112,2200112,保谷,,,22001,13,202-0012,西東京市東町３-１４-３０,139.567753,35.748222,,,0,2200112
2200113,2200113,ひばりヶ丘,,,22001,13,202-0005,東京都西東京市住吉町三丁目,139.545852,35.751485,,,0,2200113
2200114,2200114,東久留米,,,22001,13,203-0014,東久留米市東本町１-８,139.533739,35.760445,,,0,2200114
2200115,2200115,清瀬,,,22001,13,204-0021,清瀬市元町１-２-４,139.519917,35.772221,,,0,2200115
2200116,2200116,秋津,,,22001,13,189-0001,東村山市秋津町５-７-８,139.496539,35.778614,,,0,2200116
2200301,2200301,小竹向原,,,22003,13,176-0004,東京都練馬区小竹町二丁目16-15,139.678572,35.743803,,,0,2200301
2200302,2200302,新桜台,,,22003,13,176-0002,練馬区桜台１-２８-１１,139.6683,35.74077,,,0,2200302
2200303,2200106,練馬,,,22003,13,176-0001,練馬区練馬１-３-５,139.654368,35.737893,,,0,2200303
2200401,2200106,練馬,,,22004,13,176-0001,練馬区練馬１-３-５,139.654368,35.737893,,,0,2200401
2200402,2200402,豊島園,,,22004,13,176-0001,練馬区練馬４-１６-５,139.647979,35.742054,,,0,2200402
2200601,2200601,西武遊園地,,,22006,13,189-0026,東村山市多摩湖町３-１５-１８,139.442747,35.765881,,,0,2200601
2200701,2200701,西武新宿,,,22007,13,160-0021,新宿区歌舞伎町１-３０-１,139.7,35.696254,,,0,2200701
2200702,1130210,高田馬場,,,22007,13,169-0075,東京都新宿区高田馬場一丁目35-2,139.703715,35.712677,,,0,2200702
2200703,2200703,下落合,,,22007,13,161-0033,新宿区下落合１-１６-１,139.695391,35.715846,,,0,2200703
2200704,2200704,中井,,,22007,13,161-0032,新宿区中落合１-１９-１,139.686967,35.715106,,,0,2200704
2200705,2200705,新井薬師前,,,22007,13,164-0002,中野区上高田５-４３-２０,139.672582,35.715778,,,0,2200705
2200706,2200706,沼袋,,,22007,13,165-0025,中野区沼袋１-３５-１,139.663841,35.719458,,,0,2200706
2200707,2200707,野方,,,22007,13,165-0027,中野区野方６-３-３,139.652733,35.719658,,,0,2200707
2200708,2200708,都立家政,,,22007,13,165-0032,中野区鷺宮１-１６-１,139.644839,35.722313,,,0,2200708
2200709,2200709,鷺ノ宮,,,22007,13,165-0032,中野区鷺宮３-１５-１,139.63892,35.722605,,,0,2200709
2200710,2200710,下井草,,,22007,13,167-0022,杉並区下井草２-４４-１０,139.624688,35.723852,,,0,2200710
2200711,2200711,井荻,,,22007,13,167-0022,杉並区下井草５-２３-１５,139.615303,35.72469,,,0,2200711
2200712,2200712,上井草,,,22007,13,167-0023,杉並区上井草３-３２-１,139.602937,35.725326,,,0,2200712
2200713,2200713,上石神井,,,22007,13,177-0044,練馬区上石神井１-２-４５,139.592266,35.726189,,,0,2200713
2200714,2200714,武蔵関,,,22007,13,177-0051,練馬区関町北２-２９-１,139.576417,35.7276,,,0,2200714
2200715,2200715,東伏見,,,22007,13,202-0021,西東京市東伏見２-５-１,139.563529,35.728761,,,0,2200715
2200716,2200716,西武柳沢,,,22007,13,202-0015,西東京市保谷町３-１１-２４,139.552477,35.728621,,,0,2200716
2200717,2200717,田無,,,22007,13,188-0011,西東京市田無町４-１-１,139.539259,35.727307,,,0,2200717
2200718,2200718,花小金井,,,22007,13,187-0002,小平市花小金井１-１０-５,139.513228,35.726129,,,0,2200718
2200719,2200719,小平,,,22007,13,187-0041,小平市美園町１-３４-１,139.488491,35.736963,,,0,2200719
2200720,2200720,久米川,,,22007,13,189-0013,東村山市栄町２-３-１,139.472653,35.749575,,,0,2200720
2200721,2200721,東村山,,,22007,13,189-0014,東村山市本町２-３-３２,139.465839,35.76006,,,0,2200721
2200801,2200719,小平,,,22008,13,187-0041,小平市美園町１-３４-１,139.488491,35.736963,,,0,2200801
2200802,2200802,萩山,,,22008,13,189-0012,東村山市萩山町２-１-１,139.476903,35.740759,,,0,2200802
2200803,2200803,小川,,,22008,13,187-0031,小平市小川東町１-２０-１,139.463493,35.737573,,,0,2200803
2200804,2200804,東大和市,,,22008,13,207-0022,東大和市桜が丘１-１４１５-１,139.434249,35.732829,,,0,2200804
2200805,2200805,玉川上水,,,22008,13,190-0002,立川市幸町６-３６-１,139.418435,35.731751,,,0,2200805
2200806,2200806,武蔵砂川,,,22008,13,190-0032,立川市上砂町５-４４-４,139.392319,35.728876,,,0,2200806
2200807,2200807,西武立川,,,22008,13,190-0034,立川市西砂町１-２１-２,139.370124,35.7262,,,0,2200807
2200808,1131506,拝島,,,22008,13,196-0003,昭島市松原町４丁目,139.343468,35.721278,,,0,2200808
2200901,2200721,東村山,,,22009,13,189-0014,東村山市本町２-３-３２,139.465839,35.76006,,,0,2200901
2200902,2200902,西武園,,,22009,13,189-0026,東村山市多摩湖町４-２９-１,139.448904,35.767684,,,0,2200902
2201001,1131106,国分寺,,,22010,13,,東京都国分寺市本町二丁目1-23,139.480841,35.700123,,,0,2201001
2201002,2201002,恋ヶ窪,,,22010,13,,東京都国分寺市戸倉一丁目1-4,139.463944,35.711385,,,0,2201002
2201003,2201003,鷹の台,,,22010,13,187-0024,小平市たかの台４５-４,139.461155,35.723097,,,0,2201003
2201004,2200803,小川,,,22010,13,187-0031,小平市小川東町１-２０-１,139.463493,35.737573,,,0,2201004
2201005,2200721,東村山,,,22010,13,189-0014,東村山市本町２-３-３２,139.465839,35.76006,,,0,2201005
2201101,1131106,国分寺,,,22011,13,,東京都国分寺市本町二丁目1-23,139.479547,35.700836,,,0,2201101
2201102,2201102,一橋学園,,,22011,13,187-0045,小平市学園西町２-１-１,139.480039,35.72217,,,0,2201102
2201103,2201103,青梅街道,,,22011,13,187-0032,小平市小川町２-１８４６,139.476628,35.73098,,,0,2201103
2201105,2200802,萩山,,,22011,13,189-0012,東村山市萩山町２-１-１,139.476903,35.740759,,,0,2201105
2201106,2201106,八坂,,,22011,13,189-0013,東村山市栄町３-１８-１,139.467676,35.744925,,,0,2201106
